query_id,answer
kFFbTevPhOCC55YE,8b1e68be0cbcad04 cd055a49c38bda69 8b918770e502db1d 05831fc1ce49a45e 1dc7c476c1f98ae6 356a834773332b0c 33fdd2a32334188c 634e776d454208ea 598fd1e3c291d98c 7c9be053bfef3aa6 a5e61d2fd52925c8 d33794fa3f8f55e1 cf4e87c3b080a2cc e551073dee3c8a24 28d7da0c22e85eca 250b0f89d49e5969 9c195267478c4178 324aa2aa9d06abb6 c31cb05d8da68df9 7bcfc696aeab89c1 61d462a36f38d925 e6771e8f7223259f f6cc1f6ab84dfff6 4970cb4916417160 25df7ac0eec2110f f1a368d99e003728 5842bd6b907bc124 a4f4cbc7e992cc17 2c460f9e6410cbd6 ea4592ec6b6e9813 b1035bae4490e5a3 1c12128e474d8c5a 8ff6b911e73d15a2 2fa8da1fe69e1dc9 3e17d35ded571331 45dcec8bef40b5e8 3ac3498cedef47fa 84b037244dfecd22 4c171d206aa2ee81 7804e9dd912c6e03 cd11dc60fa9eb7e9 8329e185ad18aa21 8c3878000e02aa69 053a60d0b856a623 e5f5ed150da855ce 4190a68f8a6b255b 89a863b736571c17 16a0f268f3217caa 3a36117fe8bc3574 3c158d2ef93ac41b
B8oMyh0SeoSstvmv,eecfcbbc760eaf31 8735b5098bd0ad5b 88cb9ceeb54e1a29 7c32b3d0492bc6d9 1813c8ecef4ade73 1510516d3203dbb8 93ae1c71d8e6ae5e 43091b92ae138f4d 8e8cd6a9f9d3f936 ea2e7e71bf5f83e9 0cad35f0d0b7fe12 162248405af508c3 d92a468d4e1163f1 4bf4326f8fbc133d d6b755e3d629c012 7c5c91d614aa69df 4a4685ce15fca5a7 606a99d2d5884a26 01cf84c716ab7cdf 3f84c8512bc01592 d80fe6310c573eba af8d3245fef6a676 23e52eeab14c2e27 a324dae1bdb82946 18edd46843373989 fec6de98223a84dd 96ada92df74aaec0 13a7b6843786e095 997843257df9430f 1ed12bdbbcbf09ee 69c13fc77d08486a 3a797445faf9d550 39b7286993b1a5b5 1164d2ecd184a726 f499b6945d9abb89 d84c26c7ddf2d817 9f081c8e75265be2 1a24bc62b7ee96ff 39ba021edb83fe97 444e80c49912918c 6a6d32eef15f64a2 391037f10a20ee24 c534c26c51993831 285981526558bbbb 74b9682e9bab0e71 5dfed2f19c00430e 1e967c13ee85143c 99c71e0e9fc5e4a0 1ea2e9f8d93cf7b9 6f3d61d90b9ac7c9
ExWMRzKWSsFsU9rC,d3c42ac10a04448d b350674b2a01448d 91276f9d64742405 3e08d6b3a31d9ac5 f935b09906da379f f0b163e8bc222842 497307bacf7ef707 d7727af281154509 fd95d08eb79854c3 7e6f13d51a6eb7d9 b96aa0cbcc4c0685 b1191784c261145c 656775334e513baa ab6fea21f86ce73d 7e9cce85640c02eb cbf2309597236741 9c5e92fa08d9ac05 a30ed56fe1b0f0c2 71df407b8c20d273 b38ee43c2b30f8eb da9ccbb89c841534 cb93ddfdf7116c88 4cb370b8bc490e10 125fa39e2e5d5b01 3f6ddd66972f7861 138748b326457aef bccfcaaa585de84b f4c8dfa769ba3c85 9bea53704d1da16c 9024fb4ebe9d613a 7a19c38fe863ee8c 5511645a04799bdd fda569bc634cf4b4 cabc8f36904f2d6e cea325a8e761ae3b 3badefb4bd453d48 92b49bdc3c5711e6 30ef138fd53a8b46 8a33701fe8216855 3bbe8885be63de4d 46c926bd98b4f56c 5dcab42edb0277a4 62623e2522faabb0 c2866cb052e2fbc0 8d0493d66722f303 4a10bf2abe44796b 9972a497c9dcd441 79099a976accad05 13a001764021dd03 00bfba10ff7c260c
LcmQF2XlBGKBE1Re,295148d613204e51 f61bdd891a77ad4a 9640aa4960671796 c4a0c6356c60c4df fd9c0c1e1e5cfe5e 69aaa445dba72c4a b331300f056f189f 784adf6580de86ce 0f240c9fd462c1e2 293ed9abcd3d5253 275166c9e83678de ef643e5763f186c1 edbc4bf05f1c072b c9a823ae64fbd1eb 83edd2eecbbed876 a10a5fc8a402f6fe b2f1a3e6d7b004d1 935307dd1568f5ac f00fff5345b97d7a 0ef9e30a2f1ba3a8 49cad2faebf29b11 8e83c70c052045c3 5661e334835d4e80 2320aa62f4e7fd28 a418ee658f1d4c0f 789d8c2cc87d1493 e856f2f76dfa830a 786d36624797950e 913b741b320b93a8 986354abd7bda03a 66ccc7c49ba98057 aa0bcd16284f9672 54e90d463098aae1 69cd5f95ca1262c4 849bd55cc6ec96b2 451cce6afb1ef7ac 92d67d0a5ccd2038 d624c49abc64398e 998ede500b30a8ce bc11deff60a2710b d9dc6c09cd3f1629 ec850ce71a407087 ee9f993bd321a158 b135e2ccb7ff05dc 03006eee0e8234b6 e50590c9a81c2b00 34aea19fb4bbcf2f 2ab18ec3ef5220a5 3c269e2e5e994d28 7f3a192546e2fe17
0tw3RYWgtgWRvUk5,8fb2cf67bf65f05d c9b343f5a0041f5f 81bb5fd8e5c7a04c 211aba5b0ce61b6e 4432706a199db8c0 4d7aa68dc830e82f de75dacb6636a1c3 60e46f331898e7da 9e7e51b03fe9712b 8d30c06fbc4a662a 076390cda832b76e 19159d06e5fe672d 04e4f3a353677a1f 6dbbe31dae9afe8d dd7cf0a536ef2d77 702aa62a023d6b04 5c4885fdcc49de35 91bbc6682d1b304e 2f26cd9cfe0d3836 49966f4bd5a85fb1 69969f751eb43402 5cc25bbd39e02613 d6bfdab22e3a9ab7 173590a911ea62a4 8d25448515e228bb 98d9c6b17dd34a94 4aa78ba8d4e0876b d56311d8880b94f0 0e05cf764fe5eb6f 4831589e383dd5a9 e552c3747e9efc5f ac371c09e73e809c fe2e15e82db28c73 f99a5fb76727b86e 588fab91369793ad b5037920a7b359c4 fdb20a92dd3dc510 0ea5f7b10f007d96 32fed18fc42a624e 2bd4f6dad0d307ef 8767dc7c439bd027 3e7a93eb353f42f1 f3740b10ff219d24 8802af79a7b0b893 6d7b2ace968f531e 3174dc7ecb543346 0a48f677097aefd1 70e08c752a2b73fe 282365a48a8733be 49484a7b9bd12f4f
xfD5nYfLSzz3ui10,02b8a88d1e2870b3 312f5a8591b6d8cd aefe55faed746945 a73ba561da46c93b 63f8d14b26d0afe5 90e1decf793ce424 4201b9224a50d251 70b74aa12f3f5672 996e73e3a12fa347 8348e92ad5533805 43ae68e79842e537 20e3814152ced241 3be737583cbcb0af 10e9fc4f6cff5dde bfd26cc61734188b 63897a22ff075a03 14b65d537f5ff694 da56b30e34d82e7b 8d59b3d19a501f94 07abedcb97251643 d15240c8c2e50020 0d0e155ded278a1b 1988a7f458515574 47733b2b3a985bd5 0ba4e6ca4f317e73 d76ae73c7aace08b fe1f0e23e76412b3 6f9aecad2094172c e88f62ab885e366b 5ebf18b5b37027ee e4b78fd4ef659ba4 a9eda3f2a023cdaa a12ad6dea2db67c4 17cad8164ca77228 16854047428b2e51 7b67d6fb8f53a79d 4655431258738644 14ab481c356035d2 c2e9caa83f4d67af e1a018d48a6f3f80 680f5e7028e13737 6e7510193734d822 e850cb7dfa1e3b73 daf5c8e544dae5bb 9ca125e77f5e28e3 5daa19b94c057751 57d15a63933c92f9 cfc350bb693a21b5 0992c40c6b133d6a 50fe70525b4e5e8f
LhQZCFJiRt0zTnF7,00fb6c1d340f4467 9a6f1c1d8125d3f1 0ebe7db9ae2620cd e72814cb825889c9 a6e92db9b78feb66 b460cb24b72d9197 9c0ba04146c1390b 983b1ecab249e0d5 97f9c3c99c21d4f9 564e077b92d300f9 378c956ec1742919 0aaac288205ef763 6d92fa2e147c48e3 e69425427d651592 e75a23bda1110a98 fab5bf956436a174 d97a379863cf99d2 9308d115b2aa2ff8 bb326223a36851f1 3919278ec90a357b 0d8fa242315af651 b512a9f00f7ec7c0 c340f62337d8ac80 005da936603e4dcb 4eef6dafd7541682 621964dc65eeed57 b218eab7c54e3c7d ac8a07a433cb4294 7105af87b1268dd8 758856f0ce08a33d ce01e24c892ed91d a95e8a73d6649c94 29d5760fd6c0246e 4c7036b8ccf200d9 617e0194607b2578 c55b729979597575 aff05b26431ecdf8 3cc3cf534607696e 01688269a87804a0 5504615129f10f4b 2db7e4300b51e66b 23fafa09b67ead18 13472f26521b995b 3a63956b6da50938 cf32c0d36bbe28cf b1a04aecbf037a59 94759653c3c9b97a 67eeb933bd71105a f1695275de8dea28 a47cb6f0063b00e0
yOdTQQr8rvASsCuG,35424d7a96626432 eb7740e183d37874 578118f945ce7fc7 bd67967427548c05 e8fdd314c6b20ecf 6050162dbe20a77c af979df63d8bccae 678273426942a176 6d4309b4b2cda4f2 48786e9686f91431 02c0dc80019b100f a0680292c775b28c ea0290265cdb86b2 50eae22231c03870 e4b8a88b28bc3c99 efad2a3e0e3114a7 1a6b5ef09772f6f8 71567d694d631740 b0e4ffb6c6aa3070 2a524337e32e5909 557c9eb99df06228 8041f923576c66ec 0fff683975957402 a340658f3837d055 51e0d70e917bd996 b268ef4c580be5fa 4f3ffece8ef27d6d 3532f617975c8dfe 5223b9d20acae510 af5fe7c53aab870a 2465d16c60b8de58 081b4c428e7e536d ac5796700c3860be 0c032d50d9a76e9d 48bec50fa1ab9a22 44d5f92a835e51d4 e253874a79174151 4005e0a454842c56 fa21229f5cbdd8e1 d3b72d5f26d0a65d 940c2349e520656f 140ca7d999905647 d1007c19d78dee4a c71f6423acfb2962 d615bbcda7620a6d 83ab8513accf544b a42d39a402f5c137 fc1f8d0e61737dcd a28d0cdb236bfbb1 d066e7fae182bc0a
OzFp8VmPhddMYnfF,12cf371018d0567a 5841deeca03b0239 03a38a3007c2f478 8d63cfae53414089 a1a00ad74992ad02 8f729b2e0cf1d095 88a7b29a1ce7c549 e114d3a14c42893c a6b6c8e0b56d51ba b613147eac2c8650 af7d177dbf935bc8 50f0ff5832f77ac1 f75d0179aecbf297 1cb4b43acea1a065 b4af4f582bb85139 b5c0c246ca2bc3b2 c1d5791a2563ad47 af496640fbdf12cb 098e1267ad874940 f7cbe8cb92ee80fb 3758f2d67f437ae7 0855f12f8547ca20 a0db164e603b896d 1e709e54d8d333ef 24c80cdd7c8d6382 83637dfa11eb7687 96cb9902930679dd b108aa265b54df71 ee6c7e719606e0b3 fc3670b92eae71b0 56bf0eeb6407ee49 07f4ada1723a319c 32c158480430e1ca 7e2f55ec52d58212 18e50059c26641ef c63ac6c87955d89c 25891a6de14657d0 14e3e3fb2119ae3f 69b7ee2a92590357 fc7888c1d5b0decd 8cfc6b0f5118b91d 122126d2a40bf671 34e51811e268fcc5 5933875a46e96adb 40a0b37d3e07352e 42f9a1cb3a68a3ff 3a430ea06d10eeac b89d63b7778a0d70 837ae6cdc516f556 db756c7ce1f33ae3
wBflG1VyrrWQHiJU,6546b02946494d1b 360eacaf59e59055 662a07e7cc7f2b94 aefe55faed746945 2b6f98f82ef26f6e ee34feca7a49fa7e af1f1d2941342f93 3be737583cbcb0af d56b6cbbf01d79d8 50665bb00987b5ba 595fb4f5508d2504 fd0fea63aba4fddb 95f749af15e60560 9162ebbdad7fed60 075e03d396523526 234d7fc593fbe4cc f0fe909df6251174 fab4d6bb965a1a37 3b8fc418dec8e165 b3296dcb28c54f83 fd4437fb2f12228a a037a6f41edeb9c3 a12165d4fe0a8695 8f4fa0f59904e693 5ce2b5a8f5019d79 eeef65828403bd6d 51f653a18e95929a 50fcc99bc87b725a 74f7f863695964ea 8e9b0e8285c5686a 378db2d5a9cf0d08 659d93a6ba8eecb9 09e25a47313502c1 352ba4f9e8e50645 2484645d5683ec2f d255da3d3946c7b8 805d3e81e37b49be a798b5d7224e35db 504095e07089fef0 e9d0c9f6acadd1fb 5c38cd78f6642d6c 814181d8128c11b6 7148cbdae218eff8 a45d4133a58b2b49 34e4af45c49e5174 e4b78fd4ef659ba4 a118376da8490ef6 dc4da612b2b3024a 27ac47b5fe9d0273 576b611ab1b6e1ba
kK6rjSeDFS9Ub28j,426467c7363c1f70 63d5e2af7f431481 251bff8cb651273f f3d5c7555f1078d4 9ace0e3fb62b4996 210a81d53277c081 130ed6d512db158c 225568bbf41959e7 d093da5149024efd d2ddfbbc00a654f6 299e51857816e97c 3ea53cf146289a44 52c402c1c7ceb7bb 4766c1b17de66ff6 069050d2acabcbe0 2d3267edb01bdb87 3c2281cc9bda9c8f 4c281a9c57b7c55e 2eb9296eca90b130 da2e6461965d91aa 92de612551f0d651 75d8817440c7250c 69009adb27b2a7a6 7bf306f4bafd2390 0389320e3b8f5fc3 669050fd8442e719 2e6c1f20bcb3fac9 bffb8c0e1b5386fa e75c876bef951dcc 71447548dade81f7 6d185807610c029f ae2a778f55079f79 67f038679e89acbc 513ea702bcedfcc5 9eff3e55b3a9fb5c 1e46a3533cf2c9f4 7a0fe4c8c68eb54e 30f4f134230c50d5 55d47fbaff660d7c c458cdb9bf81810c 35ef61cafb7b65d1 3081ab2d3eba82ce 6254156b18f2ade1 6c12f30960d8760e bd5c3d29c6c89e39 f6182f55a2c05c18 fc4ae585b5ce5e8c ff3d71ae54e281ec e8b901e83275c0e3 a2245092976454a3
zFVnnik9M8oIqsrc,81205c58784ceed7 055578d207ffd750 af1aa5b23fcae8a5 129ecaf3b67c482e 8c1fbad52cb1b004 31034518c6e697e8 78c15d06e9ee31ae ac36b7cf8e54adc3 97ca0ef4a1ee92a5 606d7395bf6c35aa 25e77a8083800be2 8bfcbbfc72cf67cd c15af1c2fc863e12 bcf12471d2ba9070 fa0de56223bc0e11 d06a8ad20e8dcda7 4dd93973178e29e7 850f5e29271f5397 6e9992238e1ae0b0 83e21796026db39c 54bdfb3f6cb2ea9f 8ae8aeaa9f0d897b 9cacb5bad0c815bd 3c13cc7119c1efe3 a97448fd24b591af 9cc61b1bbb6979c1 095dbaa2fa13d144 04cbd9b9f69fca98 f43f078045aded70 896377e7729d5c65 0d8f76ad3e7cac83 999f02bbb6c1f7ce 58c7fa3dce9d7220 4934aa79e50fecfb 983e0cb0ce9e407b 8db4055a2d10b867 b0c6a9a196280346 5949b359dc5fa21c 28347c8e79f8b4ed ca215df67dee31a3 3338ec39dd06aaa4 8ae669c21ac36545 0264328c6c89dd00 88c3a07733fa6477 89559139e6e67aae 8d7227ea58ee5f5c 970d2615663a10a4 8331a332a73f99e8 68e128363d139232 91795914f0282ee8
KRIX9Zmutmy9TYUw,068331e6ffd7f6a5 65d25eff099ae268 0ad774c4867d0af7 611c0dcab1c3800c b201809cf8ad2d1d d36ed48599374322 0b4dce32cb7f7ef1 8268b54acb112432 106956e636af959e 13c192975c6cd71b 304a23d160581d7f ecdc7f393ec591eb 9e589c87c0049ad8 46ff04acf8c8e0cd 57b6538dc0beece3 95a46dda52c828a2 40122a441fb5c1ab 663af91bb6dd0e76 d74973073e7e5a80 ddfee9040d677ce5 dbb01ff39d288643 10b2934c81e266ec 4b0d6bf5607e8009 1a2ff53f6bfdd9a9 b5c8d5485c011c96 19e97cb3a030a511 31de45bd3373a5f4 b7d4e6692cad71c1 d747a0d96bd6f1d6 d2e163cb68dd3796 e1d9ebb146ec3cd8 5173380793e16d4d 85edd75f4fc2aa14 8bc935c2ed68f066 219244a7d9bdb805 b60f6ca24992d41d 2673ff83fc1f41c6 f9f37dd99ad20e8a dd7cf0a536ef2d77 ebb49084e12e505c 857fa76f594bc180 6185c3467e81b605 f9ff9d925f9232ae 76e91a743fc5b5ba c49f4da68bbdbac2 1f00855f48880c67 4f70f81a11a4ddb5 25eae93ff95cb70b 98cbbfa001b67e90 0e7753c2effa0372
Ph6WCDN13pkP5sPw,0674fb9a75065bc3 28185dd3d1e76871 1fba6a0c00a00445 f7e49a5ff338b607 1e0595853aa8c9be 2ec76e06185ad9b6 9be7c5d0d2bd9f23 59525d7e4b0f228b 1778e5d1b8a750d3 e9eb7fce70d42ea9 367197d78e9a1bb2 e683cdf824ffc4ef 15a7171b2a892472 933ff67649b34c1c 1d144425012d3829 03d3308157fd6e7f 5b780ffb50c2d356 2658d981de739b3a b3cfb655926330b0 bb4c96f33783e854 cd00319df29750fb 4ecbb42f4a7f86eb 8407cbd0bc51b407 b7420410218a8944 2c26e5dc6c095cb5 3028f56a3a6f5a82 676b3c17e832bbed f2af5d15f2d0b205 183f558630c6ba3a 67e827e5e9665563 8b3a87f27f4edaf4 109455ca529ed732 53f7adb595d07257 7fe3c60e3566aaee 0b0ad22ab906eab5 7ceb4b043c46301a be8166a977a9ecce 750f18d4b98e9184 407998dff596bda1 ac3d6c7d0ffe99be 014fed70439ec9e3 7b5b955ddd2c2577 1d4dbb55a167cf7e 2ca7b92fcd656476 4ad92d585c96624f a3b5267787ffa96f 68a1cd613699e6aa c1dc90dd04d7d7e6 c6aef2519359727c 548705df5e1eae99
9X5CeoVb1UNteBCg,117fe687292ac0ee d3643958d4a94c8d 307d7477124ce2ee ad56cfd6deff0a4b e995619e8b8dde81 c34b3bc2a1633544 6974e5ed51d37c45 7b63c396a96ca782 2b9e1bad4c1153b8 15fefeb8780d6555 0621373ae60b495c efe4caa4858f2974 6c7c20e55190c0da c22b471138947390 1e0f52ce3bac1857 80d9b559daf4c942 3be857fa1c0ffc5b 74c8e11143ff5fbd cbb95fe19031d5ab 3b750960bdef2b5a bb03717043d966f9 0274da1c0929ae3c cc59b860c71c04fd 825b4ed66135bedc 0f73f1932ff32f1a dde70ef73e9a312f 2962d5c6b4929094 0449c10a0b3ee803 50a1ffd60c2eb355 c8cbd9e0f83a4e21 b5e318ef96d52498 33a168bd8abd1cd9 dc893c5fa834f16f 78ea6db82a29726e 07174cdff6038597 0db712341055bed1 2f6db932f65a2fed 4717364dcb9ef688 1e4544085ebd1c48 994649374a2daacb f221c2c78f9a5bbb 67380c8713077d79 90670786f14eb6a6 9f73d88300f60d1a 0b5608d828851e3d 00fd942d06e32e9b bd6ed9262cb76fe2 a0124eca89bad1a6 82a8ed980dc83a46 1545b4b6adbcc9f1
pxxzaPZAmtgwk7lV,6957ef31c7d2adfb deb73ba63670315f 6b695a4dcdbc534c 75a468549ae17a6a ad2424a4c395558c 17cbc3c8bf6f4133 2ecd447a98b58d5f 06d6d8b73d7c79d2 7e473bc1424340b6 270b81b75a8378b4 2f96625d322b7a06 6eaf6aa6832dae37 21ba85b3507281bc 5fbafde2e2cde28c bfb0d3b4fee936da ec8fa2067e20e1e4 14efd38bbfffea0c 47e8d1d001221b5c c3edb98e388c6bf1 0b65dd4423565519 97803a724842359f 5cbf4129395dd0e2 da8c34fdd0a237b4 f3624440950caa5b 763d37f01c89bd3b ebce495f4ece4c63 c61dabc31adfbfc4 a4365f9590a5d078 c4cad6a2fda11b55 13c731c69c4490d3 0e047cb6df872b9c c8f17c16c95afe31 a91115fddc52a581 0f498abadaa66ecf 4a23e5ce02c605b2 5cbda105001daa38 1e019df1ec4850c3 9809fcc4d0b1390b 4e980da087d95897 dd10e6e7831ac312 0bb0d38228a5f3ab 438bd2660c8a23c6 216c25a4adb1639c 09dde67087bfcd13 47b211c278c1bd7c daf792d7910c46ae 4a60834983fa605a 8a276938d42088dc 6e53440b9261f646 332b35480887c71f
vriOKuS18EyfM135,97f7773e89839316 e1690bb5e0f606a6 3b8db556897533be fce31c4271c0143a 823c3d4f63db3989 691fe84057d921f0 7fb5bb1f4f92b637 3c89668b4263da13 408b575c50034bff 88df376f7fab4861 8f729b2e0cf1d095 fc7888c1d5b0decd fc3670b92eae71b0 a5c71962806a6694 137cdf84921a28e0 eb5d3cff8e67c540 47418930039ba7b9 35e4240283280978 9e4311566c6cd795 cd3f7c9821e7d1f3 796d730bff213607 1d6a9d1ce0e5befb da9b4cf9905f741e dd0394a9fb620d6e 8c799d14e83743da a796776742354284 e500eda159526b1a a5d7df504ba0c08b 06bd15a7ccb38e92 44a910d6a4df07b3 558ca46387f6d3d7 d8fc9aa53ec5b0fc 1177d2c48946e743 d73b82d0d2653f8a 0d0d772e26e63e0a 8d63cfae53414089 c8fca9509763423f 205cf93464740f92 5a00f7ed6418cb09 c9fd6d52d3a2157e 85b22f258d818a0a d9aa35a258a060aa fceabc05787218fb 1f281cbd01e8c336 6a9b2293bc9fcb8e c8b70edf96cfd4aa 4b2b808e5f92759f 71e2ccdf13cb6858 95d4b87c969153a0 dc3dc90e3a647020
QtdeATPN0AOAQk2X,2f9364e71315b5db 77bfd8ded6bba5b4 0621373ae60b495c 2105b9ee192f53a5 45a36ea35a829787 50a1ffd60c2eb355 cff075ddb5ecea8b 87244c773f7271b2 8ef058838f406a11 b09977c68720b699 5489f9ac49e9ca86 075176f21dc5e1e0 2d948baca26b8e70 ff6169aaab2224ef b1152b0cf9728c38 54bdfb3f6cb2ea9f fc8f8596a15ad639 77116269d1957b49 6b41ef9c197589a1 25ec1ecaab27c032 19afc0abe80df299 1b7a0f6b2438568a f38cc553686859ce 8b1a7d01d7b092f1 4a8bc1d4907196e1 2720daee0dcd564f c75704f41c8f3d36 62d6964a078d109e 57c4e242e7a35dd4 d65c4333d12e2c59 030b3bc61948252e bcb3546cafe5b4d7 ccc7b6286462e20d db372cc02270ef8e d8ee689de7ac44f0 fa0b9ad2274e27cf 0287540938fc26fe eaf2edf449457bd2 9143d9a0df91f54e 9e891ff05c682be4 57999017c1bef589 1fbf59a56770168f 6289e2d857cade19 b8ac3ca23ef70de5 5e0163641d217505 d3ef74f2a180752a e8249d4812d5eeda ecf904340e57032f 88ac1a188e32363c d9dd808398c9d9d3
As3JVf0wToiO1nE1,ca57775860348c2a d37220b4775cc01f f2a8c430c6fa2fb7 a6548663fe767324 073647dfe35e7e2b aa0e07bf17fc79de f566cc97b96b3270 de4a890ccf96fb95 d3b6011fb6feb252 7d04911ed3338549 883a31e920a0643f 43f42c485a2a1405 ac60a7f3ad1fc6b1 c3a364a616a20ac4 79ab27cd9c72e378 cc70cbfce43c2dac dfcf7b6f4f5a4c67 12ae6a7f3cd160fd ab78eac42b550055 22bc08a5277c8afc 7d5f24c944a5ce87 40190739cc17abc2 767ab00d8fb69285 9f7e99b6dd90186a 1da4ee20e11c4343 ce14e3585ca740a1 af1fe221532acc25 2f6b74cdc49e0d86 e96544385cce8bcf 81ee0200695c1079 919422bfcfcd8980 b0b6c034e4c355b1 f21e3cea6737b7ff 766289e010fd3839 611a25681c105e89 03ca90c47692a836 b89cb4c53ee316d0 7b5d555711eda13b 4108625478ab42a6 a4783c6a0cb2f2c1 48ba0eb851e2c6e6 87f334bdfc6d9c4d 9e891ffb9c1dd81b bfca695b666ce35b 48872b1a81037f68 34cca19c56fced5f 1ce48b5847e267c4 ec5e0b9ed2811486 e91229e32c55f97e d07cf2b3515b0754
3fYGAT4L1fQGxten,e63b81015aed285e 18ecdebbb633f5eb 498bf7b806c2c082 c57c2c1944defe43 e8302732597bf93a ec704d0ece51d9ff b0495bcbe237f88e 1022f3290b9261cc 76e8e387ecd75c62 291fb5d2468dd8da 736df387c2d511ad 5e6c779e4218fc81 efd83c8a35623461 ab227d29dfa95c0e a75d6c15dbfe4425 1d2c2fac48a78487 cb04263b87e366c5 d766999c292778de b12fec7cb28dbe33 ffd7aa8eb6167b6c 7554bd941c965b0b 3761efc13a9a669e 9f458c9a1bbf221e 6b52939e72d28736 8e70abd16394a0de ffb6db4b11a94fe7 13f6a7e86c56a0d4 72427dd5a67e616f 828073a165de17f6 7ecd3420da9b1332 97f1942badc36d02 b281a3a0e70bf0fa 348a083acc850b63 bb7eabf6d8ba04f8 d3726b64ff0324c0 f448b7d988998d1a 727a2d3b833fb079 618beb208e415b9b c1313d2b00c7cf60 3e6d21b0f8bae1b4 d9a61504b5047c8d bd1fe15aa99d315d d38a5f52160daa55 8bd5c889bcd61e2c 99ee7805d169598c 24fff861b9751e37 1f2a3274f5dc5723 5c6bf0773c2e90ef 2f223a821839535e 7df9268a4fea11a7
iNM95FNi4YaiqfPm,8aa5ff976e803a8f d37c05eec0698d9f 5c8e072a38572eee 5b8a971c7a76fcc4 e565b790b646f81f b3c87dbb8cdb8027 ce4bd5a740ee70e9 793873c31d323634 9c2fbe82b217002c b0f9e3a9722ff225 94fe4dec41d97cfe 0ac7fb6c25f6a582 8fa811e72fbb1277 d3c6f04739691eb6 cd2312f8d30405b5 f19bb214284641db ad06cc6ed816beac ca364f52908f4411 0566db886e4f5070 5a4a50e1ceb53ad1 219efb13d6f0d333 13c6e77a0713e776 dcad997d124ca354 62002f42a192ae41 a1af2f5fe886d738 cc869e09f7464c66 26f5871d9049f875 e7438bce077e7017 e29749a8ea289fb0 efcfef9c4083f7a1 7f628d273ba22e0c 8dd0453549ae4574 0f053d50872e01c3 f3628d1a7f4b459e 334cc2bf0180f7b6 67a5063d597bc846 4aedaa418e22f7ab 68cec9f4d83fa596 989454df1ab43299 1040c7ae72b4f527 25e1c23826f98223 a2759180e1b1324b 482748d3141b6c2b 7dd5e05296ba618c 050fe7878f370cd7 52cf3446e8550026 c604e312cf786b9b 48e3711ba53f57ce 66d0fc6160ad243a d07b54187269c652
mnWE1Tgl5wAz4vjH,bcfb12ff0a1688fe bf9910a00906ebf8 a7c6e3100f0f354d 01ecf20cc93a84c6 6ab26b8f6ce06df7 f2a7e5dddd76cc6e 9b91005189a3919a e84f752b7f0891e2 b6c3aa08d8dcd9e9 7a6078cf6f7e1724 0480372e12b7d4c9 28c36b71825585ad f2b3f5ff08a6499c 95974a32f770cd40 da8b2d2745da3ea5 2dadfc48de5b8389 0df9056a1a61b1b4 2b6a2b2cebcb15a0 994859e509a3c6f4 3dd601af2444296d 4435927e47ca6160 40084d5ee484892c 054c5e2caff4a29e 6898de2727088f77 f4a37299527bc3a2 1911c77749627290 a0b3b1f753b8766c f83ee9e3c070f320 88540531487463b6 9cbf1b7772e2900e 02754ba4b4c07d57 56d173cab1d47ff4 c1953142daaad3bf 38fe73c679255703 5ec96de7fb5022f7 cade2a73809491c2 58410446d47b3e5b 39308a3a528152ef 8a25c667dcca8b38 b681c5354105b300 15047b85f6010ef1 65c405ebfb147129 ddb1ac6e6e85fe5e 53db83d46a2185e1 56343455748f114d e8a3e66f7818c76c 0574447bbf1c8cda 0f705a2f671d78c0 fced985a750e57ad 3fcf36d197b9d17f
42CgVLALUbDmBgnC,41221e6e02c2550a b5165d9f1cd0aa24 c73bb9c8c5baef28 95aa1071627ba741 4390d5dea1faea26 db6d0f0c4affb703 65425ebe1e306b7d cea8dd05c1c6f43a b96d1dbd156ac19e 78182f66b4e0906b 32d521a02e4692dd 2f41041088419e9d 04487dca6c13a9e2 1aa6d7879547be7d deec7fe59f5f79bb 97c86d702a077fb8 e6e6469c0cfe3a68 842fc945033b15e7 ddd37c64e9bf1a53 8f1d19d54e7f273a 47d7fdea55ca1eaa 5150caa74f73050a a3d268405fe893c8 427a2b69155868b1 f6e92f79258ec593 8592c7645aca3c0d 8f8d748eba04b19b 9ec9e04357feb6ca 39eb3ccb314a860b 05ebe9f7990ac235 e4dc4fd74ce1c4c6 0814b2f1dd8aa30c 4dc761cf5e6dc2aa 10befce1be3d31e3 e3ac22ed35f2faeb bf606accc915f736 eeb11b52326cda14 026a707fc307b8a1 31dea40932d51df3 2f9d2680310b81c5 b0cb9de91366fdbc d49093381f89196e a8ca56df642c2b89 9e183b792ee2741b b2f70d8b75b1c035 86027c327dd5af3a aaeb4bed5a5713f1 9f2b99966d5747c0 6a4730d7896cb5ae 620279d610646a78
